"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Blue1","Blue2","Blue3","degs","X.","Topology","Signalp","tmhmm","Cluster","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_00136",-38.5073953333486,-16.5986831655594,1.83039514962963,1.74292586560733,1.6964117948832,0.376174044197416,0.412171649731898,0.358535586314838,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03642",1,9190,"Not Included in Pathway or Brite",9193,"Unclassified: signaling and cellular processes",99992,"Structural proteins","K03642","rlpA","rare lipoprotein A","-"
"g_00204",-36.4517220125063,-28.3005179929229,1.93602187687684,2.047135718955,1.80285621289156,1.05197493398052,1.07274704745477,1.09358574043421,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K08300",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3009,"Ribosome biogenesis","K08300","rne","ribonuclease E","[EC:3.1.26.12]"
"g_00204",-36.4517220125063,-28.3005179929229,1.93602187687684,2.047135718955,1.80285621289156,1.05197493398052,1.07274704745477,1.09358574043421,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K08300",3,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",3018,"RNA degradation","K08300","rne","ribonuclease E","[EC:3.1.26.12]"
"g_00204",-36.4517220125063,-28.3005179929229,1.93602187687684,2.047135718955,1.80285621289156,1.05197493398052,1.07274704745477,1.09358574043421,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K08300",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3019,"Messenger RNA biogenesis","K08300","rne","ribonuclease E","[EC:3.1.26.12]"
"g_00338",-51.5846639306798,-16.2190055243957,1.86922021664371,1.87235388132412,1.93958813025479,0.792461801383146,0.826741742614091,0.906785267642544,"Blue_vs_Dark","N","Topology=i130-152o220-237i250-272o282-304i309-331o336-355i",0,1,"Cluster 4","K17103",2,9100,"Metabolism",9103,"Lipid metabolism",564,"Glycerophospholipid metabolism","K17103","CHO1, pssA","CDP-diacylglycerol---serine O-phosphatidyltransferase","[EC:2.7.8.8]"
"g_00338",-51.5846639306798,-16.2190055243957,1.86922021664371,1.87235388132412,1.93958813025479,0.792461801383146,0.826741742614091,0.906785267642544,"Blue_vs_Dark","N","Topology=i130-152o220-237i250-272o282-304i309-331o336-355i",0,1,"Cluster 4","K17103",2,9100,"Metabolism",9105,"Amino acid metabolism",260,"Glycine, serine and threonine metabolism","K17103","CHO1, pssA","CDP-diacylglycerol---serine O-phosphatidyltransferase","[EC:2.7.8.8]"
"g_00438",-51.7159248417995,-9.42816183722872,2.13161423477942,2.20956937837507,2.23136025883595,0.950207321026958,1.06955407039407,0.947579818287285,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00215",2,9100,"Metabolism",9105,"Amino acid metabolism",300,"Lysine biosynthesis","K00215","dapB","4-hydroxy-tetrahydrodipicolinate reductase","[EC:1.17.1.8]"
"g_00438",-51.7159248417995,-9.42816183722872,2.13161423477942,2.20956937837507,2.23136025883595,0.950207321026958,1.06955407039407,0.947579818287285,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00215",2,9100,"Metabolism",9110,"Biosynthesis of other secondary metabolites",261,"Monobactam biosynthesis","K00215","dapB","4-hydroxy-tetrahydrodipicolinate reductase","[EC:1.17.1.8]"
"g_00442",-50.5881569552641,-5.6503017380089,2.45209595261515,2.39328240765874,2.42606201088047,1.05927942445464,1.12434002918075,1.13481134553164,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01868",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3016,"Transfer RNA biogenesis","K01868","TARS, thrS","threonyl-tRNA synthetase","[EC:6.1.1.3]"
"g_00442",-50.5881569552641,-5.6503017380089,2.45209595261515,2.39328240765874,2.42606201088047,1.05927942445464,1.12434002918075,1.13481134553164,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01868",3,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1007,"Amino acid related enzymes","K01868","TARS, thrS","threonyl-tRNA synthetase","[EC:6.1.1.3]"
"g_00442",-50.5881569552641,-5.6503017380089,2.45209595261515,2.39328240765874,2.42606201088047,1.05927942445464,1.12434002918075,1.13481134553164,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01868",3,9120,"Genetic Information Processing",9122,"Translation",970,"Aminoacyl-tRNA biosynthesis","K01868","TARS, thrS","threonyl-tRNA synthetase","[EC:6.1.1.3]"
"g_00495",-50.3563323353391,-9.39238265778136,2.25489966253469,2.25753052000137,2.31838770485478,0.955845520124073,1.06212161376501,0.792496327852166,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K02056",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02056","ABC.SS.A","simple sugar transport system ATP-binding protein","[EC:7.5.2.-]"
"g_00612",-38.940362674293,-15.6177568148478,1.7266028754537,1.66782985963813,1.77643369824022,0.399987822520788,0.334985837932891,0.318755566205263,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K07001",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","K07001","K07001","NTE family protein","-"
"g_00619",-46.4834728728584,-21.9652295522098,1.90401629856812,1.92776450401719,1.89549663499933,0.742431235201359,0.719889708998954,0.675112646520211,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00666",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1004,"Lipid biosynthesis proteins","K00666","K00666","fatty-acyl-CoA synthase","[EC:6.2.1.-]"
"g_00754",-52.0611169119607,0.725279735931689,2.89139445870274,3.11253177652915,2.64235539771234,1.76216743825068,1.92194124578321,2.0058888773204,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K02886",2,9120,"Genetic Information Processing",9122,"Translation",3010,"Ribosome","K02886","RP-L2, MRPL2, rplB","large subunit ribosomal protein L2","-"
"g_00754",-52.0611169119607,0.725279735931689,2.89139445870274,3.11253177652915,2.64235539771234,1.76216743825068,1.92194124578321,2.0058888773204,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 4","K02886",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3011,"Ribosome","K02886","RP-L2, MRPL2, rplB","large subunit ribosomal protein L2","-"
"g_00895",-53.0949544798424,-6.80975997184298,2.06197449482625,2.73689686621175,1.79669270741732,1.26636744543163,1.37406123264361,1.25512136845597,"Blue_vs_Dark","N","Topology=i50-72o",0,1,"Cluster 4","K00053",2,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",770,"Pantothenate and CoA biosynthesis","K00053","ilvC","ketol-acid reductoisomerase","[EC:1.1.1.86]"
"g_00895",-53.0949544798424,-6.80975997184298,2.06197449482625,2.73689686621175,1.79669270741732,1.26636744543163,1.37406123264361,1.25512136845597,"Blue_vs_Dark","N","Topology=i50-72o",0,1,"Cluster 4","K00053",2,9100,"Metabolism",9105,"Amino acid metabolism",290,"Valine, leucine and isoleucine biosynthesis","K00053","ilvC","ketol-acid reductoisomerase","[EC:1.1.1.86]"
