"id","tSNE1","tSNE2","Dark1.x","Dark2.x","Dark3.x","Yellow1.x","Yellow2.x","Yellow3.x","degs","Cluster","SignalP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1.y","Dark2.y","Dark3.y","Yellow1.y","Yellow2.y","Yellow3.y","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_01014",13.9107879296401,1.64690914832932,0.877365355559746,1.10010889005621,0.468519389205963,0.415248870514309,0.56251685504289,0.262698780526496,"Yellow_vs_Dark","Cluster 7",0,0,"A0R1T4.2","RecName: Full=3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase; Short=3-HCI hydroxylase; Short=3-HPP hydroxylase; AltName: Full=Flavin-type monooxygenase",5.41878,3.074484,3.296222,6.539896,11.592411,1.941165,1.60165,2.651883,0.831044,"K05712",1,9100,"Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism","K05712","mhpA","3-(3-hydroxy-phenyl)propionate hydroxylase","[EC:1.14.13.127]"
"g_06328",13.9478915536854,-1.53813063417859,0.804115569345597,0.711821902043775,0.638277748973533,0.468585683799981,0.516385427178247,0.400055075644848,"Yellow_vs_Dark","Cluster 7",0,0,"P17611.2","RecName: Full=Nodulation protein G",3.217645,3.213755,2.723722,5.36965,4.150174,3.347882,1.941614,2.283866,1.512205,"K00023",2,9100,"Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism","K00023","phbB","acetoacetyl-CoA reductase","[EC:1.1.1.36]"
"g_06328",13.9478915536854,-1.53813063417859,0.804115569345597,0.711821902043775,0.638277748973533,0.468585683799981,0.516385427178247,0.400055075644848,"Yellow_vs_Dark","Cluster 7",0,0,"P17611.2","RecName: Full=Nodulation protein G",3.217645,3.213755,2.723722,5.36965,4.150174,3.347882,1.941614,2.283866,1.512205,"K00023",2,9100,"Metabolism",9101,"Carbohydrate metabolism",650,"Butanoate metabolism","K00023","phbB","acetoacetyl-CoA reductase","[EC:1.1.1.36]"
"g_06421",16.3899427424696,-3.52340412225084,0.66654250252512,0.537814815048594,0.781657090946112,0.492927790548714,0.409910140602743,0.284031902275092,"Yellow_vs_Dark","Cluster 7",0,0,"Q92447.1","RecName: Full=Imidazoleglycerol-phosphate dehydratase; Short=IGPD",143.215755,79.396675,68.911529,3.640262,2.449966,5.048631,2.111199,1.569864,0.923233,"K01693",1,9100,"Metabolism",9105,"Amino acid metabolism",340,"Histidine metabolism","K01693","hisB","imidazoleglycerol-phosphate dehydratase","[EC:4.2.1.19]"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","Cluster 7",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","Cluster 7",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",10,"Glycolysis / Gluconeogenesis","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","Cluster 7",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",30,"Pentose phosphate pathway","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","Cluster 7",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,1.13403971869429,0.967559441816226,1.14062580823617,0.807343882909395,0.836207043004767,0.661490109212113,"Yellow_vs_Dark","Cluster 7",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",500,"Starch and sucrose metabolism","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_12847",8.94275530181439,2.86542342841731,1.05073621095496,1.14135481401672,1.16101635093788,0.676894984139971,0.661538113293033,0.326592674265645,"Yellow_vs_Dark","Cluster 7",0,0,"Q576X0.1","RecName: Full=Protein NorD >Q2YJT9.1 RecName: Full=Protein NorD",65.975933,44.956709,37.476888,10.239221,12.846972,13.488264,3.752203,3.587099,1.121254,"K02448",1,9190,"Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","K02448","norD","nitric oxide reductase NorD protein","-"
"g_13707",19.4427963639727,-2.62234921911546,0.600124485789498,0.609296917008071,0.604169764007681,0.352425847860962,0.257314910971985,0.385863378450481,"Yellow_vs_Dark","Cluster 7",0,0,"P06971.2","RecName: Full=Ferrichrome outer membrane transporter/phage receptor; AltName: Full=Ferric hydroxamate receptor; AltName: Full=Ferric hydroxamate uptake; AltName: Full=Ferrichrome-iron receptor; Flags: Precursor",6.568508,6.7743,5.839946,2.982213,3.067213,3.019479,1.251261,0.808485,1.431439,"K02014",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02014","TC.FEV.OM","iron complex outermembrane recepter protein","-"
"g_17275",19.0569151674115,-0.737470516247779,0.712287722914221,0.694065549006739,0.421652782250982,0.271480783248544,0.383165591943296,0.282478457039284,"Yellow_vs_Dark","Cluster 7",0,0,"Q8Y0I0.1","RecName: Full=GTPase Era",9.268391,14.411751,11.28738,4.155701,3.943853,1.640297,0.868447,1.416382,0.916366,"K03595",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K03595","era, ERAL1","GTPase","-"
"g_17275",19.0569151674115,-0.737470516247779,0.712287722914221,0.694065549006739,0.421652782250982,0.271480783248544,0.383165591943296,0.282478457039284,"Yellow_vs_Dark","Cluster 7",0,0,"Q8Y0I0.1","RecName: Full=GTPase Era",9.268391,14.411751,11.28738,4.155701,3.943853,1.640297,0.868447,1.416382,0.916366,"K03595",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3009,"Ribosome biogenesis","K03595","era, ERAL1","GTPase","-"
"g_18721",32.4785383426554,0.699444603258402,0.417580294763498,0.482600635203008,0.268171098263268,0.0434554153567234,0.0541846764850387,0.0263461057884517,"Yellow_vs_Dark","Cluster 7",1,0,"Q9Z3Q5.1","RecName: Full=Rhizobactin receptor; AltName: Full=TonB-dependent siderophore receptor RhtA; Flags: Precursor",2.529456,9.874843,6.113896,1.615654,2.03809,0.854262,0.105237,0.132882,0.062542,"K02014",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02014","TC.FEV.OM","iron complex outermembrane recepter protein","-"
"g_22116",19.7477211909858,-3.0123581762019,0.667133138386458,0.535324760146914,0.578328446477152,0.368982314944497,0.324218026740274,0.194303109626162,"Yellow_vs_Dark","Cluster 7",0,0,"P48636.2","RecName: Full=Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase",4.366064,8.283824,9.690442,3.646577,2.430242,2.787289,1.338742,1.109687,0.564239,"K06966",2,9100,"Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism","K06966","ppnN","pyrimidine/purine-5'-nucleotide nucleosidase","[EC:3.2.2.10 3.2.2.-]"
