"id","tSNE1","tSNE2","Dark1.x","Dark2.x","Dark3.x","Yellow1.x","Yellow2.x","Yellow3.x","degs","Cluster","SignalP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1.y","Dark2.y","Dark3.y","Yellow1.y","Yellow2.y","Yellow3.y","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_00016",-19.2274993647983,-27.9950032634889,0.103708644513377,0.0174240285486905,0.0217076612907463,0.351116900830695,0.497513063991845,0.0184129537958308,"Yellow_vs_Dark","Cluster 2",0,0,"A7SLW1.1","RecName: Full=Branched-chain-amino-acid aminotransferase",16.00468,8.270239,8.899536,0.269722,0.040936,0.051254,1.244486,2.144221,0.043309,"K00826",6,9100,"Metabolism",9110,"Biosynthesis of other secondary metabolites",966,"Glucosinolate biosynthesis","K00826","E2.6.1.42, ilvE","branched-chain amino acid aminotransferase","[EC:2.6.1.42]"
"g_00016",-19.2274993647983,-27.9950032634889,0.103708644513377,0.0174240285486905,0.0217076612907463,0.351116900830695,0.497513063991845,0.0184129537958308,"Yellow_vs_Dark","Cluster 2",0,0,"A7SLW1.1","RecName: Full=Branched-chain-amino-acid aminotransferase",16.00468,8.270239,8.899536,0.269722,0.040936,0.051254,1.244486,2.144221,0.043309,"K00826",6,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",770,"Pantothenate and CoA biosynthesis","K00826","E2.6.1.42, ilvE","branched-chain amino acid aminotransferase","[EC:2.6.1.42]"
"g_00016",-19.2274993647983,-27.9950032634889,0.103708644513377,0.0174240285486905,0.0217076612907463,0.351116900830695,0.497513063991845,0.0184129537958308,"Yellow_vs_Dark","Cluster 2",0,0,"A7SLW1.1","RecName: Full=Branched-chain-amino-acid aminotransferase",16.00468,8.270239,8.899536,0.269722,0.040936,0.051254,1.244486,2.144221,0.043309,"K00826",6,9100,"Metabolism",9105,"Amino acid metabolism",270,"Cysteine and methionine metabolism","K00826","E2.6.1.42, ilvE","branched-chain amino acid aminotransferase","[EC:2.6.1.42]"
"g_00016",-19.2274993647983,-27.9950032634889,0.103708644513377,0.0174240285486905,0.0217076612907463,0.351116900830695,0.497513063991845,0.0184129537958308,"Yellow_vs_Dark","Cluster 2",0,0,"A7SLW1.1","RecName: Full=Branched-chain-amino-acid aminotransferase",16.00468,8.270239,8.899536,0.269722,0.040936,0.051254,1.244486,2.144221,0.043309,"K00826",6,9100,"Metabolism",9105,"Amino acid metabolism",290,"Valine, leucine and isoleucine biosynthesis","K00826","E2.6.1.42, ilvE","branched-chain amino acid aminotransferase","[EC:2.6.1.42]"
"g_00016",-19.2274993647983,-27.9950032634889,0.103708644513377,0.0174240285486905,0.0217076612907463,0.351116900830695,0.497513063991845,0.0184129537958308,"Yellow_vs_Dark","Cluster 2",0,0,"A7SLW1.1","RecName: Full=Branched-chain-amino-acid aminotransferase",16.00468,8.270239,8.899536,0.269722,0.040936,0.051254,1.244486,2.144221,0.043309,"K00826",6,9100,"Metabolism",9105,"Amino acid metabolism",280,"Valine, leucine and isoleucine degradation","K00826","E2.6.1.42, ilvE","branched-chain amino acid aminotransferase","[EC:2.6.1.42]"
"g_00016",-19.2274993647983,-27.9950032634889,0.103708644513377,0.0174240285486905,0.0217076612907463,0.351116900830695,0.497513063991845,0.0184129537958308,"Yellow_vs_Dark","Cluster 2",0,0,"A7SLW1.1","RecName: Full=Branched-chain-amino-acid aminotransferase",16.00468,8.270239,8.899536,0.269722,0.040936,0.051254,1.244486,2.144221,0.043309,"K00826",6,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1007,"Amino acid related enzymes","K00826","E2.6.1.42, ilvE","branched-chain amino acid aminotransferase","[EC:2.6.1.42]"
"g_00071",19.5126746016649,-45.2762593594316,0.0250714468748273,0.0244622693510315,0.0543146139419535,0.921067203547079,0.813553502394804,0.268686999806401,"Yellow_vs_Dark","Cluster 2",0,0,"Q9SEI4.1","RecName: Full=26S proteasome regulatory subunit 6B homolog; AltName: Full=26S protease subunit 6B homolog; AltName: Full=26S proteasome AAA-ATPase subunit RPT3; AltName: Full=Protein BMAA insensitive morphology 409; AltName: Full=Regulatory particle triple-A ATPase subunit 3",25.965625,10.372978,10.762415,0.059428,0.057943,0.133221,7.338102,5.509588,0.856466,"K03063",10,9160,"Human Diseases",9164,"Neurodegenerative disease",5014,"Amyotrophic lateral sclerosis","K03063","PSMC4, RPT3","26S proteasome regulatory subunit T3","-"
"g_00071",19.5126746016649,-45.2762593594316,0.0250714468748273,0.0244622693510315,0.0543146139419535,0.921067203547079,0.813553502394804,0.268686999806401,"Yellow_vs_Dark","Cluster 2",0,0,"Q9SEI4.1","RecName: Full=26S proteasome regulatory subunit 6B homolog; AltName: Full=26S protease subunit 6B homolog; AltName: Full=26S proteasome AAA-ATPase subunit RPT3; AltName: Full=Protein BMAA insensitive morphology 409; AltName: Full=Regulatory particle triple-A ATPase subunit 3",25.965625,10.372978,10.762415,0.059428,0.057943,0.133221,7.338102,5.509588,0.856466,"K03063",10,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3051,"Proteasome","K03063","PSMC4, RPT3","26S proteasome regulatory subunit T3","-"
"g_00071",19.5126746016649,-45.2762593594316,0.0250714468748273,0.0244622693510315,0.0543146139419535,0.921067203547079,0.813553502394804,0.268686999806401,"Yellow_vs_Dark","Cluster 2",0,0,"Q9SEI4.1","RecName: Full=26S proteasome regulatory subunit 6B homolog; AltName: Full=26S protease subunit 6B homolog; AltName: Full=26S proteasome AAA-ATPase subunit RPT3; AltName: Full=Protein BMAA insensitive morphology 409; AltName: Full=Regulatory particle triple-A ATPase subunit 3",25.965625,10.372978,10.762415,0.059428,0.057943,0.133221,7.338102,5.509588,0.856466,"K03063",10,9160,"Human Diseases",9164,"Neurodegenerative disease",5022,"Pathways of neurodegeneration - multiple diseases","K03063","PSMC4, RPT3","26S proteasome regulatory subunit T3","-"
"g_00071",19.5126746016649,-45.2762593594316,0.0250714468748273,0.0244622693510315,0.0543146139419535,0.921067203547079,0.813553502394804,0.268686999806401,"Yellow_vs_Dark","Cluster 2",0,0,"Q9SEI4.1","RecName: Full=26S proteasome regulatory subunit 6B homolog; AltName: Full=26S protease subunit 6B homolog; AltName: Full=26S proteasome AAA-ATPase subunit RPT3; AltName: Full=Protein BMAA insensitive morphology 409; AltName: Full=Regulatory particle triple-A ATPase subunit 3",25.965625,10.372978,10.762415,0.059428,0.057943,0.133221,7.338102,5.509588,0.856466,"K03063",10,9160,"Human Diseases",9164,"Neurodegenerative disease",5020,"Prion disease","K03063","PSMC4, RPT3","26S proteasome regulatory subunit T3","-"
