"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Blue1","Blue2","Blue3","degs","X.","Topology","Signalp","tmhmm","Cluster","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_00135",-39.7260460718034,6.36892489918637,1.2972062954172,1.37257232917542,1.54161479723204,1.62023990871529,1.97707615671473,1.93801618714242,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03702",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins","K03702","uvrB","excinuclease ABC subunit B","-"
"g_00135",-39.7260460718034,6.36892489918637,1.2972062954172,1.37257232917542,1.54161479723204,1.62023990871529,1.97707615671473,1.93801618714242,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03702",2,9120,"Genetic Information Processing",9124,"Replication and repair",3420,"Nucleotide excision repair","K03702","uvrB","excinuclease ABC subunit B","-"
"g_00542",-4.54698470629018,10.2751686422039,0.532029228091235,0.578443905427412,0.542541985334915,1.2076564988811,1.39287650657637,1.24596047577903,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K09014",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","K09014","sufB","Fe-S cluster assembly protein SufB","-"
"g_00675",-43.1811221283831,7.51489000122575,1.46660106258863,1.3446963305706,1.36617338568542,1.86836359591376,2.36593640197505,2.24336191902345,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03070",4,9130,"Environmental Information Processing",9131,"Membrane transport",3070,"Bacterial secretion system","K03070","secA","preprotein translocase subunit SecA","[EC:7.4.2.8]"
"g_00675",-43.1811221283831,7.51489000122575,1.46660106258863,1.3446963305706,1.36617338568542,1.86836359591376,2.36593640197505,2.24336191902345,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03070",4,9140,"Cellular Processes",9145,"Cellular community - prokaryotes",2024,"Quorum sensing","K03070","secA","preprotein translocase subunit SecA","[EC:7.4.2.8]"
"g_00675",-43.1811221283831,7.51489000122575,1.46660106258863,1.3446963305706,1.36617338568542,1.86836359591376,2.36593640197505,2.24336191902345,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03070",4,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K03070","secA","preprotein translocase subunit SecA","[EC:7.4.2.8]"
"g_00675",-43.1811221283831,7.51489000122575,1.46660106258863,1.3446963305706,1.36617338568542,1.86836359591376,2.36593640197505,2.24336191902345,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03070",4,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",3060,"Protein export","K03070","secA","preprotein translocase subunit SecA","[EC:7.4.2.8]"
"g_00732",-29.4487471313852,14.133505863136,0.806498995368488,0.918229919516918,0.685175802197516,1.25553174977271,1.72105018173872,1.61423410527145,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K02621",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3032,"DNA replication proteins","K02621","parC","topoisomerase IV subunit A","[EC:5.6.2.2]"
"g_00732",-29.4487471313852,14.133505863136,0.806498995368488,0.918229919516918,0.685175802197516,1.25553174977271,1.72105018173872,1.61423410527145,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K02621",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3036,"Chromosome and associated proteins","K02621","parC","topoisomerase IV subunit A","[EC:5.6.2.2]"
"g_00732",-29.4487471313852,14.133505863136,0.806498995368488,0.918229919516918,0.685175802197516,1.25553174977271,1.72105018173872,1.61423410527145,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K02621",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2048,"Prokaryotic defense system","K02621","parC","topoisomerase IV subunit A","[EC:5.6.2.2]"
"g_00852",-46.2061614412026,8.01852322890733,1.3872353395407,1.60244025590992,1.49209850049257,2.11709506563901,2.59823131055228,2.47766364356536,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03046",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3021,"Transcription machinery","K03046","rpoC","DNA-directed RNA polymerase subunit beta'","[EC:2.7.7.6]"
"g_00852",-46.2061614412026,8.01852322890733,1.3872353395407,1.60244025590992,1.49209850049257,2.11709506563901,2.59823131055228,2.47766364356536,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03046",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins","K03046","rpoC","DNA-directed RNA polymerase subunit beta'","[EC:2.7.7.6]"
"g_00852",-46.2061614412026,8.01852322890733,1.3872353395407,1.60244025590992,1.49209850049257,2.11709506563901,2.59823131055228,2.47766364356536,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K03046",3,9120,"Genetic Information Processing",9121,"Transcription",3020,"RNA polymerase","K03046","rpoC","DNA-directed RNA polymerase subunit beta'","[EC:2.7.7.6]"
"g_01077",-47.1381175639274,8.52024410904706,1.65553078479676,1.59117900071605,1.32719571117939,2.201946391525,2.91451221076481,2.85653233943798,"Blue_vs_Dark","N","Topology=o",0,0,"Cluster 7","K05592",3,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",3018,"RNA degradation","K05592","deaD, cshA","ATP-dependent RNA helicase DeaD","[EC:3.6.4.13]"
