"id","tSNE1","tSNE2","Dark1.x","Dark2.x","Dark3.x","Yellow1.x","Yellow2.x","Yellow3.x","degs","Cluster","SignalP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1.y","Dark2.y","Dark3.y","Yellow1.y","Yellow2.y","Yellow3.y","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_03874",3.92156775194214,18.904345488653,2.90719077454118,2.28973733417708,3.14843332560633,3.63195029497029,3.60646724856432,3.60640011386518,"Yellow_vs_Dark","Cluster 4",0,0,"A9IGC3.1","RecName: Full=Chaperone protein DnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70",12.88546,15.054567,15.612227,806.589706,193.866567,1406.451135,4283.994758,4039.799005,4039.174413,"K04043",7,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_03874",3.92156775194214,18.904345488653,2.90719077454118,2.28973733417708,3.14843332560633,3.63195029497029,3.60646724856432,3.60640011386518,"Yellow_vs_Dark","Cluster 4",0,0,"A9IGC3.1","RecName: Full=Chaperone protein DnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70",12.88546,15.054567,15.612227,806.589706,193.866567,1406.451135,4283.994758,4039.799005,4039.174413,"K04043",7,9150,"Organismal Systems",9149,"Aging",4212,"Longevity regulating pathway - worm","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_03874",3.92156775194214,18.904345488653,2.90719077454118,2.28973733417708,3.14843332560633,3.63195029497029,3.60646724856432,3.60640011386518,"Yellow_vs_Dark","Cluster 4",0,0,"A9IGC3.1","RecName: Full=Chaperone protein DnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70",12.88546,15.054567,15.612227,806.589706,193.866567,1406.451135,4283.994758,4039.799005,4039.174413,"K04043",7,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",3018,"RNA degradation","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_03874",3.92156775194214,18.904345488653,2.90719077454118,2.28973733417708,3.14843332560633,3.63195029497029,3.60646724856432,3.60640011386518,"Yellow_vs_Dark","Cluster 4",0,0,"A9IGC3.1","RecName: Full=Chaperone protein DnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70",12.88546,15.054567,15.612227,806.589706,193.866567,1406.451135,4283.994758,4039.799005,4039.174413,"K04043",7,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3019,"Messenger RNA biogenesis","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_03874",3.92156775194214,18.904345488653,2.90719077454118,2.28973733417708,3.14843332560633,3.63195029497029,3.60646724856432,3.60640011386518,"Yellow_vs_Dark","Cluster 4",0,0,"A9IGC3.1","RecName: Full=Chaperone protein DnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70",12.88546,15.054567,15.612227,806.589706,193.866567,1406.451135,4283.994758,4039.799005,4039.174413,"K04043",7,9160,"Human Diseases",9171,"Infectious disease: bacterial",5152,"Tuberculosis","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_03874",3.92156775194214,18.904345488653,2.90719077454118,2.28973733417708,3.14843332560633,3.63195029497029,3.60646724856432,3.60640011386518,"Yellow_vs_Dark","Cluster 4",0,0,"A9IGC3.1","RecName: Full=Chaperone protein DnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70",12.88546,15.054567,15.612227,806.589706,193.866567,1406.451135,4283.994758,4039.799005,4039.174413,"K04043",7,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_03874",3.92156775194214,18.904345488653,2.90719077454118,2.28973733417708,3.14843332560633,3.63195029497029,3.60646724856432,3.60640011386518,"Yellow_vs_Dark","Cluster 4",0,0,"A9IGC3.1","RecName: Full=Chaperone protein DnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70",12.88546,15.054567,15.612227,806.589706,193.866567,1406.451135,4283.994758,4039.799005,4039.174413,"K04043",7,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K04043","dnaK, HSPA9","molecular chaperone DnaK","-"
"g_06016",4.33632581520146,17.540097481684,3.09380804619849,2.93475684421596,2.99509019397768,2.70451263866222,2.57582241088685,2.38663191421965,"Yellow_vs_Dark","Cluster 4",0,0,NA,NA,9.211264,6.586709,6.305244,1240.103631,859.511828,987.758418,505.422087,375.549791,242.574553,"K06969",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3009,"Ribosome biogenesis","K06969","rlmI","23S rRNA (cytosine1962-C5)-methyltransferase","[EC:2.1.1.191]"
"g_06237",5.56690098152575,13.9108305402508,1.91763088020163,2.1279029491899,2.06273066797263,1.76428803289518,1.53221588947281,1.73502351761028,"Yellow_vs_Dark","Cluster 4",0,0,"P06974.1","RecName: Full=Flagellar motor switch protein FliM",7.56126,5.484225,6.299946,81.723877,133.246493,114.539549,57.114972,33.057745,53.327975,"K02416",3,9140,"Cellular Processes",9142,"Cell motility",2030,"Bacterial chemotaxis","K02416","fliM","flagellar motor switch protein FliM","-"
"g_06237",5.56690098152575,13.9108305402508,1.91763088020163,2.1279029491899,2.06273066797263,1.76428803289518,1.53221588947281,1.73502351761028,"Yellow_vs_Dark","Cluster 4",0,0,"P06974.1","RecName: Full=Flagellar motor switch protein FliM",7.56126,5.484225,6.299946,81.723877,133.246493,114.539549,57.114972,33.057745,53.327975,"K02416",3,9140,"Cellular Processes",9142,"Cell motility",2040,"Flagellar assembly","K02416","fliM","flagellar motor switch protein FliM","-"
