"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm","Cluster","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_00243",27.4743988682257,2.98956806565576,0.376535897864218,0.510354495444446,0.564575290769674,0.151814337807463,0.254126870699647,0.224232033920431,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K06990",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4812,"Cytoskeleton proteins","K06990","MEMO1","MEMO1 family protein","-"
"g_01014",13.9107879296401,1.64690914832932,0.877365355559746,1.10010889005621,0.468519389205963,0.415248870514309,0.56251685504289,0.262698780526496,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K05712",1,9100,"Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism","K05712","mhpA","3-(3-hydroxy-phenyl)propionate hydroxylase","[EC:1.14.13.127]"
"g_02100",30.9037867453022,-3.28521212876234,0.179833474191747,0.673515960312878,0.320772755799847,0.0273475688287406,0.126205786409469,0.0808349271013297,"Yellow_vs_Dark","N","Topology=i24-46o",0,1,"Cluster 6","K00376",1,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K00376","nosZ","nitrous-oxide reductase","[EC:1.7.2.4]"
"g_02354",24.4660795348856,5.06641817897156,0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00162",7,9160,"Human Diseases",9161,"Cancer: overview",5230,"Central carbon metabolism in cancer","K00162","PDHB, pdhB","pyruvate dehydrogenase E1 component beta subunit","[EC:1.2.4.1]"
"g_02354",24.4660795348856,5.06641817897156,0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00162",7,9100,"Metabolism",9101,"Carbohydrate metabolism",20,"Citrate cycle (TCA cycle)","K00162","PDHB, pdhB","pyruvate dehydrogenase E1 component beta subunit","[EC:1.2.4.1]"
"g_02354",24.4660795348856,5.06641817897156,0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00162",7,9100,"Metabolism",9101,"Carbohydrate metabolism",10,"Glycolysis / Gluconeogenesis","K00162","PDHB, pdhB","pyruvate dehydrogenase E1 component beta subunit","[EC:1.2.4.1]"
"g_02354",24.4660795348856,5.06641817897156,0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00162",7,9150,"Organismal Systems",9152,"Endocrine system",4922,"Glucagon signaling pathway","K00162","PDHB, pdhB","pyruvate dehydrogenase E1 component beta subunit","[EC:1.2.4.1]"
"g_02354",24.4660795348856,5.06641817897156,0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00162",7,9160,"Human Diseases",9166,"Cardiovascular disease",5415,"Diabetic cardiomyopathy","K00162","PDHB, pdhB","pyruvate dehydrogenase E1 component beta subunit","[EC:1.2.4.1]"
"g_02354",24.4660795348856,5.06641817897156,0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00162",7,9130,"Environmental Information Processing",9132,"Signal transduction",4066,"HIF-1 signaling pathway","K00162","PDHB, pdhB","pyruvate dehydrogenase E1 component beta subunit","[EC:1.2.4.1]"
"g_02354",24.4660795348856,5.06641817897156,0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00162",7,9100,"Metabolism",9101,"Carbohydrate metabolism",620,"Pyruvate metabolism","K00162","PDHB, pdhB","pyruvate dehydrogenase E1 component beta subunit","[EC:1.2.4.1]"
"g_06328",13.9478915536854,-1.53813063417859,0.804115569345597,0.711821902043775,0.638277748973533,0.468585683799981,0.516385427178247,0.400055075644848,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00023",2,9100,"Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism","K00023","phbB","acetoacetyl-CoA reductase","[EC:1.1.1.36]"
"g_06328",13.9478915536854,-1.53813063417859,0.804115569345597,0.711821902043775,0.638277748973533,0.468585683799981,0.516385427178247,0.400055075644848,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K00023",2,9100,"Metabolism",9101,"Carbohydrate metabolism",650,"Butanoate metabolism","K00023","phbB","acetoacetyl-CoA reductase","[EC:1.1.1.36]"
"g_06421",16.3899427424696,-3.52340412225084,0.66654250252512,0.537814815048594,0.781657090946112,0.492927790548714,0.409910140602743,0.284031902275092,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 6","K01693",1,9100,"Metabolism",9105,"Amino acid metabolism",340,"Histidine metabolism","K01693","hisB","imidazoleglycerol-phosphate dehydratase","[EC:4.2.1.19]"
