"id","umap1","umap2","W_1","W_2","W_3","B_1","B_2","B_3","degs","X.","Topology","Signalp","tmhmm","Cluster","id_raw","Gene","KO","Definition","Pathway","Enzyme","Modules","Hyperlink"
"comp100459_c0_seq1.7.384.plus.Z2_1",2.05700587506365,-8.81457025049065,-0.54521635976931,-0.54521635976931,-0.54521635976931,1.34209072658882,2.20714439050839,1.30637384947235,"Blue_vs_White","N","N",0,0,"Cluster 7","comp100459_c0_seq1.7.384.plus.Z2_1_1","thw:BMG03_09940","K02032","peptide/nickel transport system ATP-binding protein","map02024","-","M00239","http://www.genome.jp/dbget-bin/www_bget?ko:K02032"
"comp102831_c0_seq1.1.860.minus.Z1_3",-2.64988818261445,-11.0715442686645,-0.531155867464136,-0.53271136018829,-0.530278187211959,1.62793755289043,2.13919064473508,1.07892683039522,"Blue_vs_White","Y","Y",1,1,"Cluster 7","comp102831_c0_seq1.1.860.minus.Z1_3_1","aoz:HUE56_02430","K02030","polar amino acid transport system substrate-binding protein","-","-","M00236","http://www.genome.jp/dbget-bin/www_bget?ko:K02030"
"comp103879_c0_seq1.1.855.minus.Z2_2",-4.35067665943257,-9.27743998720284,-0.526504733549945,-0.524928015104687,-0.529015803666468,1.38561676320268,2.23973098469714,1.21033822937145,"Blue_vs_White","N","N",0,0,"Cluster 7","comp103879_c0_seq1.1.855.minus.Z2_2_1","ali:AZOLI_3031","K00014","shikimate dehydrogenase [EC:1.1.1.25]","map00400,map00999,map01100,map01110,map01230","1.1.1.25","M00022","http://www.genome.jp/dbget-bin/www_bget?ko:K00014"
"comp104125_c0_seq1.35.302.minus.Z2_1",-7.44833600384162,-6.25266422019765,-0.529307692945309,-0.476235194518116,-0.428439575405215,1.40506718892822,2.45938008329159,0.764362928587919,"Blue_vs_White","Y","N",1,0,"Cluster 7","comp104125_c0_seq1.35.302.minus.Z2_1_1","ali:AZOLI_2703","K06969","23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]","-","2.1.1.191","-","http://www.genome.jp/dbget-bin/www_bget?ko:K06969"
"comp104255_c0_seq1.1.311.minus.W_3",2.2067555928856,-9.09907309519538,-0.523441571746342,-0.534466829054331,-0.522380512691259,1.38724527659302,2.1704410161363,1.3140078096301,"Blue_vs_White","N","Y",0,1,"Cluster 7","comp104255_c0_seq1.1.311.minus.W_3_1","aoz:HUE56_05900","K00655","1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]","map00561,map00564,map01100,map01110","2.3.1.51","M00089","http://www.genome.jp/dbget-bin/www_bget?ko:K00655"
"comp104309_c0_seq1.23.321.minus.W_3",5.71615571174836,-5.34590693641347,-0.406597027798007,-0.53469205222227,-0.42856193235319,1.10810816400437,0.73839918947309,2.63752379647214,"Blue_vs_White","N","N",0,0,"Cluster 7","comp104309_c0_seq1.23.321.minus.W_3_1","paed:G5B38_21785","K21498","antitoxin HigA-1","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K21498"
"comp105058_c0_seq1.136.348.minus.W_1",2.02552974585703,-8.98793565683265,-0.466546437307904,-0.512346771650872,-0.564733572184308,1.98544855948755,1.51909016172366,1.42748949303772,"Blue_vs_White","N","N",0,0,"Cluster 7","comp105058_c0_seq1.136.348.minus.W_1_1","rhp:LPB142_14555","K03789","[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]","-","2.3.1.266","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03789"
"comp105361_c0_seq1.1.305.minus.Z1_3",-0.911631289975188,-10.111575909857,-0.470440337766654,-0.494372048975793,-0.437131210305737,1.83723281487589,1.95893487567379,1.0654124227728,"Blue_vs_White","Y","N",1,0,"Cluster 7","comp105361_c0_seq1.1.305.minus.Z1_3_1","aoz:HUE56_15730","K08305","membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]","-","4.2.2.-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K08305"
"comp106070_c0_seq1.1.542.minus.Z2_2",2.11424366331827,-9.49992143627618,-0.531396521000366,-0.538026207507879,-0.541355338879109,1.44102094368959,2.15445522535584,1.28056538446681,"Blue_vs_White","N","N",0,0,"Cluster 7","comp106070_c0_seq1.1.542.minus.Z2_2_1","rcp:RCAP_rcc03079","K07266","capsular polysaccharide export protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07266"
"comp10621_c0_seq1.1.356.minus.Z1_1",-1.49739587974013,-5.55839767360289,-0.498796444742298,-0.488048972094748,-0.50371733811744,0.798991066979242,2.65262820338248,1.04053749577993,"Blue_vs_White","Y","N",1,0,"Cluster 7","comp10621_c0_seq1.1.356.minus.Z1_1_1","rcp:RCAP_rcc03450","K05367","penicillin-binding protein 1C [EC:2.4.1.129]","map00550,map01100","2.4.1.129","-","http://www.genome.jp/dbget-bin/www_bget?ko:K05367"
"comp10701_c0_seq1.1.625.minus.Z3_3",4.92610341755044,-8.67840138508797,-0.530358591134315,-0.558338944110472,-0.548635815856167,1.56451898224487,1.74315144624528,1.663415621653,"Blue_vs_White","N","Y",0,1,"Cluster 7","comp10701_c0_seq1.1.625.minus.Z3_3_1","rcp:RCAP_rcc03252","K16013","ATP-binding cassette, subfamily C, bacterial CydD","map02010","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K16013"
"comp109680_c0_seq1.117.383.minus.Z2_2",-7.54197205251604,-7.60826893376084,-0.52441940337371,-0.410253113433031,-0.481067369688633,1.53894155922668,2.33944086705635,0.825680430065127,"Blue_vs_White","N","N",0,0,"Cluster 7","comp109680_c0_seq1.117.383.minus.Z2_2_1","aoz:HUE56_30355","K07807","uncharacterized protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07807"
"comp111018_c0_seq1.117.630.minus.Z2_1",-4.91057967144417,-8.42198014359022,-0.532323351102188,-0.490612050128313,-0.538040657989053,1.35188399153961,2.32933480835813,1.09838194274941,"Blue_vs_White","N","N",0,0,"Cluster 7","comp111018_c0_seq1.117.630.minus.Z2_1_1","rsu:NHU_03956","K02032","peptide/nickel transport system ATP-binding protein","map02024","-","M00239","http://www.genome.jp/dbget-bin/www_bget?ko:K02032"
"comp113068_c0_seq1.10.305.minus.W_1",-6.63208181293132,-6.07274518243415,-0.51050391393963,-0.507669747061682,-0.507695023912322,1.29997894956787,2.49133695272537,0.845242087351523,"Blue_vs_White","N","N",0,0,"Cluster 7","comp113068_c0_seq1.10.305.minus.W_1_1","azl:AZL_c00970","K03602","exodeoxyribonuclease VII small subunit [EC:3.1.11.6]","map03430","3.1.11.6","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03602"
"comp113637_c0_seq1.1.536.minus.Z2_3",-1.11101532280521,-5.92426951017013,-0.501068899484844,-0.515960907747055,-0.492035234968759,0.799901865279887,2.58576134204016,1.16949443396932,"Blue_vs_White","N","N",0,0,"Cluster 7","comp113637_c0_seq1.1.536.minus.Z2_3_1","tec:AKL02_016920","K13652","AraC family transcriptional regulator","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K13652"
"comp116048_c0_seq1.1.488.minus.Z2_2",-0.93465607305749,-8.97727932560339,-0.498869969699754,-0.502751223917774,-0.514017165364769,1.97682066327743,1.96898946007647,0.826011613943368,"Blue_vs_White","N","N",0,0,"Cluster 7","comp116048_c0_seq1.1.488.minus.Z2_2_1","aoz:HUE56_23435","K03585","membrane fusion protein, multidrug efflux system","map01501,map01503","-","M00646,M00647,M00699,M00718","http://www.genome.jp/dbget-bin/www_bget?ko:K03585"
"comp11977_c1_seq1.1.407.minus.Z1_3",2.77857311122471,-6.76498325463864,-0.52274940546225,-0.529172265051547,-0.529172265051547,0.758718130262376,2.00009631738381,1.98163059606458,"Blue_vs_White","N","Y",0,1,"Cluster 7","comp11977_c1_seq1.1.407.minus.Z1_3_1","rbn:RBXJA2T_00415","K02770","fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]","map00051,map01100,map01120,map02060","2.7.1.202","M00273","http://www.genome.jp/dbget-bin/www_bget?ko:K02770"
"comp121496_c0_seq1.1.410.minus.Z2_2",-7.19612504412712,-7.5159491608307,-0.463733736044915,-0.434040750537267,-0.489693889088744,1.61715068833104,2.31306943152885,0.758344710348414,"Blue_vs_White","N","N",0,0,"Cluster 7","comp121496_c0_seq1.1.410.minus.Z2_2_1","aoz:HUE56_19000","K02316","DNA primase [EC:2.7.7.101]","map03030","2.7.7.101","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02316"
"comp124498_c0_seq1.1.272.minus.Z2_2",-5.59786828848573,-7.68979333041525,-0.518619177380631,-0.522775937545181,-0.516242162134139,1.3270486990494,2.40055463542052,0.99761489819998,"Blue_vs_White","Y","N",1,0,"Cluster 7","comp124498_c0_seq1.1.272.minus.Z2_2_1","aoz:HUE56_22685","K07335","basic membrane protein A and related proteins","map02010","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07335"
"comp124893_c0_seq1.49.442.minus.Z4_3",4.30735634802893,-8.81101457884633,-0.527738687184911,-0.547216471232068,-0.543650496898885,1.50118364358205,1.81253102380879,1.6500000370926,"Blue_vs_White","N","N",0,0,"Cluster 7","comp124893_c0_seq1.49.442.minus.Z4_3_1","aoz:HUE56_21100","K08300","ribonuclease E [EC:3.1.26.12]","map03018","3.1.26.12","M00394","http://www.genome.jp/dbget-bin/www_bget?ko:K08300"
"comp125_c0_seq1.1.274.minus.Z1_3",-6.47435906374627,-6.91576848024598,-0.499956100927144,-0.517370852563842,-0.501416457458523,1.33395963117898,2.44215118501616,0.905564042698864,"Blue_vs_White","N","Y",0,1,"Cluster 7","comp125_c0_seq1.1.274.minus.Z1_3_1","aoz:HUE56_27405","K12370","dipeptide transport system permease protein","map02010","-","M00324","http://www.genome.jp/dbget-bin/www_bget?ko:K12370"
"comp125100_c0_seq1.1.398.minus.R_2",-1.98915781865059,-10.9216924388461,-0.557062467847789,-0.56645939042051,-0.555533164762424,1.67483562054219,2.10886289137165,1.06396195196179,"Blue_vs_White","N","N",0,0,"Cluster 7","comp125100_c0_seq1.1.398.minus.R_2_1","mfa:Mfla_1000","K03088","RNA polymerase sigma-70 factor, ECF subfamily","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03088"
"comp126484_c0_seq1.1.695.minus.Y_2",-5.81854471784571,-10.6217904163999,-0.714760762223759,-0.789099195702017,-0.817424104259052,1.61088764811629,2.2198153761567,0.840103299749956,"Blue_vs_White","Y","N",1,0,"Cluster 7","comp126484_c0_seq1.1.695.minus.Y_2_1","thu:AC731_015850","K03646","colicin import membrane protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03646"
"comp12666_c1_seq1.705.1937.minus.Z4_3",5.21902925240731,-7.19154607318439,-0.554629944198858,-0.563585039277317,-0.636685148732594,1.18332184139846,1.62510653193579,2.02231474919368,"Blue_vs_White","N","N",0,0,"Cluster 7","comp12666_c1_seq1.705.1937.minus.Z4_3_1","ppan:ESD82_07525","K03496","chromosome partitioning protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03496"
"comp127079_c0_seq1.92.530.minus.Z2_2",-0.783170692876766,-9.44805488971478,-0.522198573040052,-0.504271387910027,-0.514745653179855,1.92826924628728,1.95869965869759,0.929999848409284,"Blue_vs_White","N","N",0,0,"Cluster 7","comp127079_c0_seq1.92.530.minus.Z2_2_1","aoz:HUE56_17110","K22010","two-component system, response regulator PdtaR","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K22010"
"comp127364_c0_seq1.19.393.minus.R_2",6.62124423249851,-6.10670158166875,-0.520354553422165,-0.560894295742786,-0.539375024575838,1.61067799210901,1.1635078660493,2.09971945786483,"Blue_vs_White","N","N",0,0,"Cluster 7","comp127364_c0_seq1.19.393.minus.R_2_1","rln:J0663_27235","K01744","aspartate ammonia-lyase [EC:4.3.1.1]","map00250,map01100","4.3.1.1","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01744"
"comp13028_c0_seq1.458.1672.minus.Z1_3",-4.38732747654571,-9.66136048511406,-0.53426028205557,-0.537221285867492,-0.543030031050443,1.45226584911879,2.21864806524822,1.16868905781964,"Blue_vs_White","N","N",0,0,"Cluster 7","comp13028_c0_seq1.458.1672.minus.Z1_3_1","taw:EI545_02820","K03092","RNA polymerase sigma-54 factor","map02020,map02040,map05111","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03092"
"comp134530_c0_seq1.1.265.minus.W_1",0.766863757729526,-8.38419710282831,-0.533779881598085,-0.525066819862961,-0.462911549145973,2.32838226064895,1.53244249839052,0.863612781156054,"Blue_vs_White","N","N",0,0,"Cluster 7","comp134530_c0_seq1.1.265.minus.W_1_1","spho:C3E99_17960","K02886","large subunit ribosomal protein L2","map03010","-","M00178,M00179","http://www.genome.jp/dbget-bin/www_bget?ko:K02886"
"comp134567_c0_seq1.1.357.minus.Z1_3",1.98259590504555,-9.01185860565249,-0.553446408345384,-0.506416187660842,-0.553696717030281,1.98996795096944,1.56669596480856,1.37253986155677,"Blue_vs_White","N","N",0,0,"Cluster 7","comp134567_c0_seq1.1.357.minus.Z1_3_1","rcp:RCAP_rcc00766","K04656","hydrogenase maturation protein HypF","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K04656"
"comp13768_c0_seq1.1.432.minus.Z1_1",-2.5014756321645,-9.77313658330775,-0.505965001886951,-0.518975825177115,-0.477991731813099,1.79226999745916,2.11842912374284,0.868898215299288,"Blue_vs_White","N","N",0,0,"Cluster 7","comp13768_c0_seq1.1.432.minus.Z1_1_1","azm:DM194_11095","K00265","glutamate synthase (NADPH) large chain [EC:1.4.1.13]","map00250,map00910,map01100,map01110,map01120,map01230","1.4.1.13","-","http://www.genome.jp/dbget-bin/www_bget?ko:K00265"
"comp138064_c0_seq1.1.330.minus.Z2_1",1.7248945176876,-4.9569093302629,-0.397639444676006,-0.39410414071311,-0.397639444676006,-0.0850073109825992,3.03074400547357,0.625014522986727,"Blue_vs_White","N","N",0,0,"Cluster 7","comp138064_c0_seq1.1.330.minus.Z2_1_1","rhp:LPB142_13420","K07265","capsular polysaccharide export protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07265"
"comp138406_c0_seq1.1.305.minus.W_2",-4.62501401798326,-5.449432720062,-0.478258467816902,-0.521892184532725,-0.47756472999631,1.13547139085414,2.54746707569594,0.926130022992206,"Blue_vs_White","N","N",0,0,"Cluster 7","comp138406_c0_seq1.1.305.minus.W_2_1","azm:DM194_18290","K03216","tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]","-","2.1.1.207","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03216"
"comp14115_c0_seq1.1.372.minus.Z2_1",-6.14057044031189,-7.36289201838585,-0.522157718414535,-0.522107341477234,-0.522844676650462,1.34229044124448,2.4186097357115,0.943277619489026,"Blue_vs_White","N","N",0,0,"Cluster 7","comp14115_c0_seq1.1.372.minus.Z2_1_1","aoz:HUE56_28790","K02030","polar amino acid transport system substrate-binding protein","-","-","M00236","http://www.genome.jp/dbget-bin/www_bget?ko:K02030"
"comp14392_c0_seq1.137.650.minus.Z1_3",-7.26002233492123,-6.70325103220665,-0.515367944392495,-0.508804337864662,-0.512926868980235,1.38041686507555,2.43941176305752,0.849260335041317,"Blue_vs_White","N","N",0,0,"Cluster 7","comp14392_c0_seq1.137.650.minus.Z1_3_1","aoz:HUE56_26600","K02871","large subunit ribosomal protein L13","map03010","-","M00178,M00179","http://www.genome.jp/dbget-bin/www_bget?ko:K02871"
"comp144558_c0_seq1.1.375.minus.Z2_3",-3.12737653269429,-9.81298163426117,-0.526731244499595,-0.47672715687287,-0.521076285346795,1.71757510336313,2.1895638200535,0.855527786841843,"Blue_vs_White","N","N",0,0,"Cluster 7","comp144558_c0_seq1.1.375.minus.Z2_3_1","aoz:HUE56_14615","K03414","chemotaxis protein CheZ","map02030","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03414"
"comp14698_c0_seq1.1.533.minus.Z2_2",-7.19366422577316,-9.01058034919136,-0.533325392201821,-0.493464646609848,-0.4799604829626,1.50590759778857,2.33146039743605,0.896082508915165,"Blue_vs_White","N","Y",0,1,"Cluster 7","comp14698_c0_seq1.1.533.minus.Z2_2_1","aoz:HUE56_02320","K17247","methionine sulfoxide reductase heme-binding subunit","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K17247"
"comp14972_c0_seq1.18.495.minus.Z1_3",-7.48226360036296,-6.9102171188313,-0.509772786778064,-0.523369606507115,-0.50975172276609,1.41678387636447,2.41605007239287,0.848540025348787,"Blue_vs_White","N","N",0,0,"Cluster 7","comp14972_c0_seq1.18.495.minus.Z1_3_1","metd:C0214_05030","K03187","urease accessory protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K03187"
"comp151048_c0_seq1.158.349.minus.Z4_1",-1.97074499970009,-8.47786336052864,-0.435127227951786,-0.474453237840377,-0.518679226501182,2.05284225112819,2.08672150349746,0.385945180647268,"Blue_vs_White","N","N",0,0,"Cluster 7","comp151048_c0_seq1.158.349.minus.Z4_1_1","nmu:Nmul_A2013","K07746","antitoxin ParD1/3/4","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07746"
"comp151356_c0_seq1.1.405.minus.Z2_1",-6.90523595740067,-7.88116234331953,-0.523168909992247,-0.523141556139039,-0.523276045917312,1.41814772911912,2.38916164876651,0.90304579969731,"Blue_vs_White","Y","N",1,0,"Cluster 7","comp151356_c0_seq1.1.405.minus.Z2_1_1","aoz:HUE56_28815","K08738","cytochrome c","map00190,map01100,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05017,map05020,map05022,map05130,map05131,map05132,map05134,map05145,map05152,map05160,map05161,map05162,map05163,map05164,map05167,map05168,map05169,map05170,map05200,map05210,map05222,map05416,map05417","-","M00595","http://www.genome.jp/dbget-bin/www_bget?ko:K08738"
"comp15226_c0_seq1.25.393.plus.W_1",-5.77861507488209,-8.27087601958832,-0.520668108478786,-0.481289448905924,-0.505654044259403,1.36901341725945,2.37301719521077,0.997310799534534,"Blue_vs_White","N","Y",0,1,"Cluster 7","comp15226_c0_seq1.25.393.plus.W_1_1","aoz:HUE56_20040","K02116","ATP synthase protein I","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02116"
"comp15264_c0_seq1.477.1218.minus.B_3",-5.13824627130439,-7.57344552812726,-0.526514033679274,-0.520149941989489,-0.526514033679274,1.27880058414535,2.40244461289375,1.05101701438458,"Blue_vs_White","N","N",0,0,"Cluster 7","comp15264_c0_seq1.477.1218.minus.B_3_1","rhd:R2APBS1_0365","K18301","TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor","-","-","M00642","http://www.genome.jp/dbget-bin/www_bget?ko:K18301"
"comp15267_c0_seq1.295.1203.plus.Y_1",-7.33488282089263,-6.45808124802991,-0.473879398713332,-0.445184999814755,-0.451825564052202,1.40326813853542,2.43341821765489,0.814243580316766,"Blue_vs_White","N","N",0,0,"Cluster 7","comp15267_c0_seq1.295.1203.plus.Y_1_1","elt:FGE20_11605","K07071","uncharacterized protein","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07071"
"comp153238_c0_seq1.1.373.minus.W_2",-1.56155609192546,-8.59812436648985,-0.504433106910792,-0.503685950356485,-0.516813410676248,2.04835982091368,1.98938265677207,0.642154948117369,"Blue_vs_White","N","N",0,0,"Cluster 7","comp153238_c0_seq1.1.373.minus.W_2_1","aoz:HUE56_24275","K00782","L-lactate dehydrogenase complex protein LldG","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K00782"
"comp15392_c0_seq2.16.417.minus.W_1",-0.754979470421814,-10.656815499291,-0.53117289225591,-0.51056606474757,-0.455857673132508,1.70895338307551,1.9894250707554,1.19013546925934,"Blue_vs_White","N","N",0,0,"Cluster 7","comp15392_c0_seq2.16.417.minus.W_1_1","cazt:LV780_20120","K07483","transposase","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K07483"
"comp15418_c0_seq1.119.563.minus.Z2_3",-5.53280367622017,-7.39146553506412,-0.50732283389714,-0.498936747226061,-0.480801634367571,1.31412557031162,2.40762397020177,0.998396622707655,"Blue_vs_White","N","N",0,0,"Cluster 7","comp15418_c0_seq1.119.563.minus.Z2_3_1","aoz:HUE56_19955","K07657","two-component system, OmpR family, phosphate regulon response regulator PhoB","map02020","-","M00434","http://www.genome.jp/dbget-bin/www_bget?ko:K07657"
"comp15491_c0_seq2.1775.2374.plus.Y_1",6.27341349000595,-5.82937438596416,-0.483230261892341,-0.0171447566708236,-0.2709672978342,1.54357192404146,0.960192240460958,1.9614002343598,"Blue_vs_White","N","N",0,0,"Cluster 7","comp15491_c0_seq2.1775.2374.plus.Y_1_1","rbk:E0H22_16320","K01118","FMN-dependent NADH-azoreductase [EC:1.7.1.17]","-","1.7.1.17","-","http://www.genome.jp/dbget-bin/www_bget?ko:K01118"
"comp15500_c0_seq1.1.452.minus.B_3",0.0464935531041827,-5.75151783189425,-0.468498882035655,-0.491656885084332,-0.477165799344291,0.424678948123189,2.62524392045523,1.33734000839185,"Blue_vs_White","N","N",0,0,"Cluster 7","comp15500_c0_seq1.1.452.minus.B_3_1","rcp:RCAP_rcc01770","K02529","LacI family transcriptional regulator","-","-","-","http://www.genome.jp/dbget-bin/www_bget?ko:K02529"
"comp155850_c0_seq1.1.309.minus.Z2_1",-1.78839952638221,-9.29955185402269,-0.49062221374417,-0.485980034513616,-0.4652571037001,1.9196093791755,2.0221620968178,0.828393849588203,"Blue_vs_White","N","N",0,0,"Cluster 7","comp155850_c0_seq1.1.309.minus.Z2_1_1","ali:AZOLI_p10714","K22515","formate dehydrogenase beta subunit [EC:1.17.1.9]","map00630,map00680,map01100,map01120,map01200","1.17.1.9","-","http://www.genome.jp/dbget-bin/www_bget?ko:K22515"
